_id,Nr_Boczny,Nr_Rej,Brygada,Nazwa_Linii,Ostatnia_Pozycja_Szerokosc,Ostatnia_Pozycja_Dlugosc,Data_Aktualizacji
865,2926,None,,None,51.0889587402344,17.0297393798828,2021-12-17 16:11:42
866,2927,None,03304,33,51.1102600097656,17.0557956695557,2021-12-17 18:06:18
867,2928,None,02013,20,51.0844993591309,16.9721717834473,2021-12-17 18:05:58
868,2929,None,00803,8,51.0885429382324,17.0455646514893,2021-12-17 18:06:09
869,2930,None,01509,15,51.1299934387207,17.0275897979736,2021-12-17 18:06:19
870,91,None,,None,51.1246452331543,17.0408630371094,2018-10-26 08:23:14
871,442,None,13311,None,51.0772018432617,17.0697917938232,2019-04-10 19:37:20
872,2931,-,00303,10,51.1044883728027,17.029857635498,2021-12-17 12:41:04
873,2932,-,00713,7,51.1474533081055,17.0302581787109,2021-12-17 18:06:21
874,2933,-,01036,3,51.1441535949707,16.8718700408936,2021-12-17 18:05:57
875,2934,-,00807,16,51.1100540161133,17.0641269683838,2021-12-17 18:06:17
876,2935,-,02316,23,51.1318473815918,17.0659561157227,2021-12-17 18:05:58
877,2936,-,00912,7,51.0824737548828,17.0094509124756,2021-12-17 18:06:10
878,2937,-,03310,33,51.104606628418,17.0308780670166,2021-12-17 18:06:07
879,2938,-,00903,4,51.1011734008789,17.0078926086426,2021-12-17 18:06:07
880,2939,-,,None,51.0885543823242,17.0296688079834,2021-12-17 18:05:16
881,2940,-,01514,4,51.1014747619629,17.1098232269287,2021-12-17 18:05:59
882,8441,None,13606,136,51.0996932983398,16.9738731384277,2021-12-17 18:05:58
883,8442,None,N17,131,51.135871887207,17.0351905822754,2021-12-17 18:05:57
884,1901,None,,None,52.4616851806641,17.1732158660889,2020-10-02 08:59:30
885,8444,None,14801,148,51.1373481750488,16.8996505737305,2021-12-17 18:06:17
886,8456,None,13610,None,51.0787773132324,17.0650062561035,2021-12-17 18:03:44
887,8448,None,14803,148,51.1005401611328,17.0393505096436,2021-12-17 18:06:10
888,8446,None,10602,106,51.1127471923828,16.9954109191895,2021-12-17 18:06:07
889,8445,None,A02,A,51.075080871582,17.0069408416748,2021-12-17 18:06:08
